WKT,fid,ID,CODIGO,NOMOFICIAL,ALT_DI,ALT_DF,ALT_II,ALT_IF,TIPO_C,LONG,pto_medio,DIRECCION,ESTADO,CANT_LINEA,OBSERVA,NOM_MAPA,SENTIDO,COD_SENT,RED_JERARQ,RED_TP,FFCC,METROBUS,EXTENSION,PAX BENEFI
"MULTILINESTRING ((-58.4379213021891 -34.6640098562131,-58.4381765801708 -34.6642085575617))",505,25638,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",3051,3099,0,0,AVENIDA,39.42,,,Proyectado,21,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4374752045382 -34.6637919666469,-58.437015459184 -34.6635159930737,-58.4366523427568 -34.6633223177229,-58.4360285913294 -34.663036625343))",506,25670,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,2902,3000,AVENIDA,135.43,,,Proyectado,21,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4381765801708 -34.6642085575617,-58.4387027250291 -34.6648302476603,-58.4388184923392 -34.6648997366429,-58.4389608134777 -34.6649564342736,-58.4390137902629 -34.6649802417024,-58.4392643495881 -34.6651644515062))",507,25736,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",3101,3199,0,0,AVENIDA,127.22,,,Proyectado,21,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4391090840165 -34.6652830004942,-58.4389714556457 -34.6651764947441,-58.4387840536843 -34.6650094796258,-58.4386698678278 -34.6648666784516,-58.4382014170955 -34.6642809504293,-58.438098935838 -34.6641817106706,-58.437937880368 -34.6640727790271,-58.4374752045382 -34.6637919666469))",508,25782,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,3002,3200,AVENIDA,234.67,,,Proyectado,21,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4399201659786 -34.6661083672506,-58.4398586855074 -34.666009136654,-58.4396712859173 -34.6658203431202,-58.4394370399925 -34.6655758808673,-58.4392613559408 -34.6653943488597,-58.4391090840165 -34.6652830004942))",509,25853,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,3202,3300,AVENIDA,125.82,,,Proyectado,21,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.440024373144 -34.6662570037968,-58.4399201659786 -34.6661083672506))",510,25868,19057,"ROCA, CNEL. AV.",0,0,0,0,AVENIDA,13.19,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4401551847395 -34.666037233288,-58.4403568812834 -34.6662480508558,-58.4409470887006 -34.6667731015562))",511,25898,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",3301,3399,0,0,AVENIDA,109.3,,,Proyectado,21,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4411230540727 -34.667287442652,-58.4408641673585 -34.6670452772729,-58.440202127701 -34.6664338021406,-58.440024373144 -34.6662570037968))",512,25942,19057,"ROCA, CNEL. AV.",0,0,3302,3450,AVENIDA,152.35,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4423641519328 -34.6684946606295,-58.4414366515751 -34.667580815604,-58.4411230540727 -34.667287442652))",513,26032,19057,"ROCA, CNEL. AV.",0,0,3452,3670,AVENIDA,175.72,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.442998060905 -34.6692502076708,-58.442533773001 -34.6687153263508,-58.4423641519328 -34.6684946606295))",514,26085,19057,"ROCA, CNEL. AV.",0,0,3672,3700,AVENIDA,102.02,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4435090920133 -34.6691288535108,-58.4446968439862 -34.670580224393))",515,26180,19057,"ROCA, CNEL. AV.",3701,3799,0,0,AVENIDA,194.36,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4442847386534 -34.6708196058569,-58.443896318133 -34.670347914233,-58.4430646139226 -34.6693295163203,-58.442998060905 -34.6692502076708))",516,26200,19057,"ROCA, CNEL. AV.",0,0,3702,3800,AVENIDA,210.28,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4458702629924 -34.6724049469075,-58.4459233249308 -34.6724893937701,-58.4464502943895 -34.6733578683286,-58.4471737909215 -34.6745319370397))",517,28835,19057,"ROCA, CNEL. AV.",3941,4099,0,0,AVENIDA,264.48,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.446899640219 -34.6745550010085,-58.4460520679825 -34.6732064725862,-58.4455787025441 -34.6725418728689))",518,28837,19057,"ROCA, CNEL. AV.",0,0,3942,4100,AVENIDA,254.11,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4471737909215 -34.6745319370397,-58.4476229875673 -34.6752334905673,-58.448210497082 -34.6762156295115,-58.4482969977644 -34.6763556433767))",519,26544,19057,"ROCA, CNEL. AV.",4101,4299,0,0,AVENIDA,227.01,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4480541154329 -34.6764432223309,-58.4475010289181 -34.6755508780283,-58.446899640219 -34.6745550010085))",520,26550,19057,"ROCA, CNEL. AV.",0,0,4102,4300,AVENIDA,234.68,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4495800896793 -34.6793930944558,-58.4494871765568 -34.6792348658904,-58.4491667382469 -34.6786254490709,-58.4490301655352 -34.6781328156499,-58.4487191130306 -34.6775175533764,-58.448092380249 -34.6765049890782,-58.4480541154329 -34.6764432223309))",521,28824,19057,"ROCA, CNEL. AV.",0,0,4322,4500,AVENIDA,357.11,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4503188617981 -34.6804284340257,-58.4499972700404 -34.6800450110053))",522,26797,19057,"ROCA, CNEL. AV.",0,0,0,0,AVENIDA,51.75,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4511418633511 -34.6805377939914,-58.4513732815699 -34.6807532630305,-58.4517311217581 -34.681079360266))",523,28959,19057,"ROCA, CNEL. AV.",4601,4699,0,0,AVENIDA,80.78,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4517311217581 -34.681079360266,-58.4517915575807 -34.6811349304604))",524,26843,19057,"ROCA, CNEL. AV.",0,0,0,0,AVENIDA,8.29,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4517915575807 -34.6811349304604,-58.4521717339756 -34.6814846909417))",525,26866,19057,"ROCA, CNEL. AV.",4701,4799,0,0,AVENIDA,52.15,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4521717339756 -34.6814846909417,-58.4526579552715 -34.681931926216))",526,26889,19057,"ROCA, CNEL. AV.",4881,4899,0,0,AVENIDA,66.69,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4554233956762 -34.6844758474459,-58.4562264397264 -34.6851847128686))",527,27043,19057,"ROCA, CNEL. AV.",5201,5349,0,0,AVENIDA,107.7,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4558558336226 -34.6851942703198,-58.4550745342741 -34.6844670230874))",528,27045,19057,"ROCA, CNEL. AV.",0,0,5202,5350,AVENIDA,107.86,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4562264397264 -34.6851847128686,-58.4563127140534 -34.685238873669))",529,27047,19057,"ROCA, CNEL. AV.",0,0,0,0,AVENIDA,9.93,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4564989455902 -34.6859319987179,-58.4558558336226 -34.6851942703198))",530,27081,19057,"ROCA, CNEL. AV.",0,0,5352,5450,AVENIDA,100.85,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4569123265243 -34.685676948071,-58.4570002648295 -34.6857444130079,-58.4575076795063 -34.6862090244032))",531,28718,19057,"ROCA, CNEL. AV.",5451,5499,0,0,AVENIDA,153.83,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4575076795063 -34.6862090244032,-58.4577743472086 -34.6864545343643))",532,27110,19057,"ROCA, CNEL. AV.",0,0,0,0,AVENIDA,36.59,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4577743472086 -34.6864545343643,-58.4582881638948 -34.6869368191972,-58.4583832200739 -34.6870450646426))",533,27141,19057,"ROCA, CNEL. AV.",5501,5599,0,0,AVENIDA,86.1,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4579933232998 -34.6873102678522,-58.4571650926305 -34.686605286508,-58.4564989455902 -34.6859319987179))",534,27150,19057,"ROCA, CNEL. AV.",0,0,5452,5600,AVENIDA,205.44,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4583832200739 -34.6870450646426,-58.4584972025628 -34.6871748604798,-58.458618515805 -34.6873404319604,-58.4587769149427 -34.6875426955357,-58.4590065045501 -34.6877622854351,-58.4594619368477 -34.6881804069726))",535,27189,19057,"ROCA, CNEL. AV.",5601,5699,0,0,AVENIDA,160.56,,,Proyectado,21,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
"MULTILINESTRING ((-58.4592041110802 -34.688277585268,-58.4585566024134 -34.687668606756,-58.4579933232998 -34.6873102678522))",536,27196,19057,"ROCA, CNEL. AV.",0,0,5602,5700,AVENIDA,155.06,,,Proyectado,21,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Sur - Ramal Coronel Roca,23km,250.000pax/dia
